,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
19,RT @BenBikmanPhD: What a remarkable finding: #insulinresistance may trigger earlier #Alzheimers in people with #Downsyndrome. (Another inst…,FALSE,0,NA,1/29/2020 15:52,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CloudInsight,9,TRUE,FALSE,NA,NA
20,RT @LimonAttire: Patient champions from Ashton Medical Group became #DementiaFriends today. Helping to make the practice more serviceable f…,FALSE,0,NA,1/29/2020 15:51,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TandG_DAA,1,TRUE,FALSE,NA,NA
21,RT @BenBikmanPhD: What a remarkable finding: #insulinresistance may trigger earlier #Alzheimers in people with #Downsyndrome. (Another inst…,FALSE,0,NA,1/29/2020 15:51,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",WebMaven360,9,TRUE,FALSE,NA,NA
22,Patient champions from Ashton Medical Group became #DementiaFriends today. Helping to make the practice more servic… https://t.co/xqG3nHK30K,FALSE,1,NA,1/29/2020 15:51,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LimonAttire,1,FALSE,FALSE,NA,NA
23,@JoeBiden REMEMBER YOU’RE AN  OLD GUY #Alzheimers <U+0001F44C><U+203C><U+FE0F><U+0001F44C><U+203C><U+FE0F>,FALSE,0,JoeBiden,1/29/2020 15:50,FALSE,1.22E+18,1.22E+18,939091,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",larapinsbiz,0,FALSE,FALSE,NA,NA
24,RT @BenBikmanPhD: What a remarkable finding: #insulinresistance may trigger earlier #Alzheimers in people with #Downsyndrome. (Another inst…,FALSE,0,NA,1/29/2020 15:47,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BrianLenzkes,9,TRUE,FALSE,NA,NA
25,What a remarkable finding: #insulinresistance may trigger earlier #Alzheimers in people with #Downsyndrome. (Anothe… https://t.co/aNJOxXQPHc,FALSE,27,NA,1/29/2020 15:47,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BenBikmanPhD,9,FALSE,FALSE,NA,NA
26,"RT @behindthewoman1: Retweeting this, inspired by @look4thewoman's shared article re the research @dr_mosconi is carrying out on the link
b…",FALSE,0,NA,1/29/2020 15:44,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",dlhampton,2,TRUE,FALSE,NA,NA
27,"In honor of #AlzheimersAwarenessMonth I wanted to share our #Story behind #FindingPapa! <U+0001F98B> 
In loving #Memory of All… https://t.co/wap7rOF1l5",FALSE,0,NA,1/29/2020 15:44,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",findingpapa2019,0,FALSE,FALSE,NA,NA
28,RT @AlzAuthors: “An audience in need of words to help them cope with their own situation now has a source of support—through words.” - Jay…,FALSE,0,NA,1/29/2020 15:43,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JulieGorges,2,TRUE,FALSE,NA,NA
29,"Blog Magazine https://t.co/R7EcdkWknU : Alzheimers disease can cause severe damage to the memory, dysphasia, mood s… https://t.co/nwMvV88cfu",FALSE,0,NA,1/29/2020 15:43,TRUE,NA,1.22E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",HelenLloyd_OR,0,FALSE,FALSE,NA,NA
30,"“They can’t say ‘no’ to a kid!”

That’s the motto of 12-year-old Ryan Johnson, or “The Closer,” as he’s affectionat… https://t.co/gxJplunrCF",FALSE,5,NA,1/29/2020 15:41,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sclogue07,2,FALSE,FALSE,NA,NA
31,"Please give us a call, 585-735-9223 #thriveathome.us #penfield #fairpoort #rochester #elderly #seniorcitizen… https://t.co/wVaR7xvl3E",FALSE,1,NA,1/29/2020 15:32,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HomeThrive,0,FALSE,FALSE,NA,NA
32,"RT @LEAD_Coalition: 6 Types of #SelfCare You Need to Know https://t.co/Wvk7vbcyAt 

#Alzheimers #dementia #caregiving #mentalhealth @RonniL…",FALSE,0,NA,1/29/2020 15:31,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VickiG1086,18,TRUE,FALSE,NA,NA
33,RT @theDAWNmethod: We do not become nonentities when we lose knowledge of our pasts. We are experiential as well as remembering beings: we…,FALSE,0,NA,1/29/2020 15:28,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",allcarehha,0,TRUE,FALSE,NA,NA
34,"Congratulations to our partners at Annovis Bio on going public on the @NYSE today! <U+0001F514><U+0001F389>

They'll be on @cheddar at 11… https://t.co/XekwWh5lKT",FALSE,3,NA,1/29/2020 15:25,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GregoryFCA,0,FALSE,FALSE,NA,NA
35,"Retweeting this, inspired by @look4thewoman's shared article re the research @dr_mosconi is carrying out on the lin… https://t.co/nnqFp22thF",FALSE,2,NA,1/29/2020 15:24,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",behindthewoman1,2,FALSE,FALSE,NA,NA
36,"RT @Jennifer_Fink: Despite moving, Mom issues &amp; normal life, I still put out an episode every week. #Alzheimers #caregivers don't get break…",FALSE,0,NA,1/29/2020 15:24,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ColdCaseThreads,2,TRUE,FALSE,NA,NA
37,"RT @Jennifer_Fink: Despite moving, Mom issues &amp; normal life, I still put out an episode every week. #Alzheimers #caregivers don't get break…",FALSE,0,NA,1/29/2020 15:24,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",naptimenancydrw,2,TRUE,FALSE,NA,NA
38,@biogen has received approval from @US_FDA to continue #alzheimers clinical trials testing the drug aducanumab. A t… https://t.co/1WkOPpKzjz,FALSE,0,biogen,1/29/2020 15:22,TRUE,NA,1.22E+18,155650832,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GAP_Foundation,0,FALSE,FALSE,NA,NA
39,"RT @LEAD_Coalition: In the face of #Alzheimers disease and other forms of #dementia, love fiercely, freely and without fear! 

#TuesdayThou…",FALSE,0,NA,1/29/2020 15:22,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jackfrost_187,42,TRUE,FALSE,NA,NA
40,"Despite moving, Mom issues &amp; normal life, I still put out an episode every week. #Alzheimers #caregivers don't get… https://t.co/BEiDImYqha",FALSE,2,NA,1/29/2020 15:20,TRUE,NA,1.22E+18,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",Jennifer_Fink,2,FALSE,FALSE,NA,NA
41,Congrats to Annovis Bio on its #IPO today on the @NYSE! Tune in to @cheddar at 11:25 AM EST to catch CEO Maria Mari… https://t.co/lik3s4P530,FALSE,1,NA,1/29/2020 15:19,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CaitlynMFoster,0,FALSE,FALSE,NA,NA
42,RT @aridhia: We’re at the Edinburgh BioQuarter today with the wider @IMI_EPAD team to discuss the ongoing data management of the EPAD Longi…,FALSE,0,NA,1/29/2020 15:19,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LisaA_HR,1,TRUE,FALSE,NA,NA
43,"Thanks @look4thewoman
for sharing this, really important subject matter, the link between #Alzheimers and the hormo… https://t.co/VzO5mJRoBC",FALSE,2,NA,1/29/2020 15:16,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",behindthewoman1,0,FALSE,FALSE,NA,NA
44,RT @LEAD_Coalition: FDA Gives @biogen Green Light to Relaunch #Aducanumab Study on Trial Participants https://t.co/2hNPAtomGx via @Being_Pa…,FALSE,0,NA,1/29/2020 15:15,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",justacooldude,5,TRUE,FALSE,NA,NA
45,"RT @DeborahDian: Are you concerned about Alzheimers, dementia or cognitive decline in yourself or someone you love? This article explains h…",FALSE,0,NA,1/29/2020 15:15,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ElizaWallace27,1,TRUE,FALSE,NA,NA
46,RT @JohnMTalmadgeMD: @1truthteller I wonder where in the 60-70 minutes that occurred. Trump in NJ mostly did  “sing-song” recitation last n…,FALSE,0,NA,1/29/2020 15:14,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",winehex,6,TRUE,FALSE,NA,NA
47,"Well Done @FrazerPamela 
Brilliant work @DementiaEastBel 
#dementia #alzheimers https://t.co/B4hPzadHgK",FALSE,0,NA,1/29/2020 15:13,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Ralzvocatus,0,FALSE,FALSE,NA,NA
48,"BELLER HEALTH BOOKS
https://t.co/VJ599FT5vC

""An indispensable guide for doctors, researchers, nurses, patients, lo… https://t.co/4k9ie1yEVb",FALSE,0,NA,1/29/2020 15:13,TRUE,NA,1.22E+18,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",IndiesUnite,0,FALSE,FALSE,NA,NA
49,RT @ad_papers: Brain insulin resistance triggers early onset Alzheimer disease in Down syndrome. Neurobiol Dis #Alzheimers https://t.co/iL3…,FALSE,0,NA,1/29/2020 15:13,FALSE,NA,1.22E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",LEoPARDCMesaU,1,TRUE,FALSE,NA,NA
50,RT @JohnMTalmadgeMD: @1truthteller I wonder where in the 60-70 minutes that occurred. Trump in NJ mostly did  “sing-song” recitation last n…,FALSE,0,NA,1/29/2020 15:12,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",theresannn1,6,TRUE,FALSE,NA,NA
51,RT @LEAD_Coalition: FDA Gives @biogen Green Light to Relaunch #Aducanumab Study on Trial Participants https://t.co/2hNPAtomGx via @Being_Pa…,FALSE,0,NA,1/29/2020 15:12,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",judith_graham,5,TRUE,FALSE,NA,NA
52,RT @DailyCaring: Tips for Preserving Both Selfhood and Safety -- How can we help our loved ones who have #dementia stay safe? Here are a fe…,FALSE,0,NA,1/29/2020 15:11,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BridgesWestwood,4,TRUE,FALSE,NA,NA
53,"RT @LEAD_Coalition: Please re-Tweet if you agree: This day and every day, people living with #Alzheimers #love and are loved equally.

#dem…",FALSE,0,NA,1/29/2020 15:09,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",bigbleu515,30,TRUE,FALSE,NA,NA
54,"RT @LEAD_Coalition: Please re-Tweet if you agree: This day and every day, people living with #Alzheimers #love and are loved equally.

#dem…",FALSE,0,NA,1/29/2020 15:09,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AAARPGodess,30,TRUE,FALSE,NA,NA
55,RT @SeniorCareInc: There are still a few spaces available at the upcoming Savvy Caregiver free 6-week workshop to be held at the Ipswich Co…,FALSE,0,NA,1/29/2020 15:05,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",STheken,2,TRUE,FALSE,NA,NA
56,"Are you concerned about Alzheimers, dementia or cognitive decline in yourself or someone you love? This article exp… https://t.co/Zp5WOpX4PE",FALSE,1,NA,1/29/2020 15:05,TRUE,NA,1.22E+18,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",DeborahDian,1,FALSE,FALSE,NA,NA
57,#BellLetsTalk #MentalHealth #dementia #Alzheimer #Alzheimers #CDNhealth @CDNMinHealth @Dal_HAHP @PattyHajdu… https://t.co/UeKnIeFMjS,FALSE,0,NA,1/29/2020 15:04,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sugar51976529,0,FALSE,FALSE,NA,NA
58,"Thanks, JoAnn &amp; @AlzAuthors for this fascinating book. AGING PARENTS: https://t.co/IBj4RzZ7MR
#alzheimers #dementia… https://t.co/keN1CRfDbw",FALSE,0,NA,1/29/2020 15:04,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ChrisBritConroy,0,FALSE,FALSE,NA,NA
59,"RT @UTSWNews: What do #Alzheimers, #diabetes, and #obesity have in common? According to a #UTSW study published in @NatMetabolism, it's a p…",FALSE,0,NA,1/29/2020 15:04,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Isotopomer,1,TRUE,FALSE,NA,NA
60,RT @JohnMTalmadgeMD: @1truthteller I wonder where in the 60-70 minutes that occurred. Trump in NJ mostly did  “sing-song” recitation last n…,FALSE,0,NA,1/29/2020 15:03,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cogitounboxed,6,TRUE,FALSE,NA,NA
61,"Beller Medical 
""Medical information you can trust!""
https://t.co/3O9ND6ioSl #medicalresearch

#HealthyLiving… https://t.co/lFUXJQfDaF",FALSE,0,NA,1/29/2020 15:03,TRUE,NA,1.22E+18,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",BellerMedical,0,FALSE,FALSE,NA,NA
62,RT @Karen_Manton: Mam was taken into hospital late Monday vomiting dark blood. God willing she gets through this. Infuriates me when certai…,FALSE,0,NA,1/29/2020 15:02,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",margaret_easton,1,TRUE,FALSE,NA,NA
63,"RT @DeborahDian: Are you worried about Alzheimers, dementia or cognitive decline in yourself or someone you love? This article explains how…",FALSE,0,NA,1/29/2020 15:01,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FeistySideFifty,4,TRUE,FALSE,NA,NA
64,Check out this article from the New York Times to learn the best way to talk to individuals living with Alzheimer's… https://t.co/z2AHcLNKIx,FALSE,0,NA,1/29/2020 15:00,TRUE,NA,1.22E+18,NA,"<a href=""http://app.sendblur.com"" rel=""nofollow"">Social Media Publisher App </a>",MapHabit,0,FALSE,FALSE,NA,NA
65,RT @JohnMTalmadgeMD: @1truthteller I wonder where in the 60-70 minutes that occurred. Trump in NJ mostly did  “sing-song” recitation last n…,FALSE,0,NA,1/29/2020 14:58,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dergrexxie,6,TRUE,FALSE,NA,NA
66,"Dr Sebi on Alzheimer’s (Brain conditions)
Alzheimer's disease is the most common type of dementia. Many people are… https://t.co/QeH9w1YwqK",FALSE,0,NA,1/29/2020 14:57,TRUE,NA,1.22E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",juliangooden,0,FALSE,FALSE,NA,NA
67,RT @SeniorCareInc: There are still a few spaces available at the upcoming Savvy Caregiver free 6-week workshop to be held at the Ipswich Co…,FALSE,0,NA,1/29/2020 14:56,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HealthyLivingCE,2,TRUE,FALSE,NA,NA
68,RT @JohnMTalmadgeMD: @1truthteller I wonder where in the 60-70 minutes that occurred. Trump in NJ mostly did  “sing-song” recitation last n…,FALSE,0,NA,1/29/2020 14:55,FALSE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TrotDarrow,6,TRUE,FALSE,NA,NA
69,"RT @UlyssesNeuro: Save the date!

2-5 April we will be in the beautiful city of Vienna at the 2nd AAT-AD/PD™ Focus Meeting 2020.

Come and…",FALSE,0,NA,1/29/2020 14:54,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mb470102,2,TRUE,FALSE,NA,NA
70,@1truthteller I wonder where in the 60-70 minutes that occurred. Trump in NJ mostly did  “sing-song” recitation las… https://t.co/9WmEWAerZi,FALSE,14,1truthteller,1/29/2020 14:52,TRUE,1.22E+18,1.22E+18,69142034,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JohnMTalmadgeMD,6,FALSE,FALSE,NA,NA
71,"#BellLetsTalk
#dietaryguidelines promote #MentalHealth diseases
Fight #Alzheimers #anxietyproblems #depression… https://t.co/0oAfCrxt3z",FALSE,0,NA,1/29/2020 14:51,TRUE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sugar51976529,0,FALSE,FALSE,NA,NA
72,"Dr Sebi on Alzheimer’s (Brain conditions)
Alzheimer's disease is the most common type of dementia. Many people are… https://t.co/kzjXv9QaMU",FALSE,0,NA,1/29/2020 14:51,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",juliangooden,0,FALSE,FALSE,NA,NA
73,"What do #Alzheimers, #diabetes, and #obesity have in common? According to a #UTSW study published in @NatMetabolism… https://t.co/zDSVNaA36Y",FALSE,2,NA,1/29/2020 14:51,TRUE,NA,1.22E+18,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",UTSWNews,1,FALSE,FALSE,NA,NA
74,"RT @LEAD_Coalition: In the face of #Alzheimers disease and other forms of #dementia, love fiercely, freely and without fear! 

#TuesdayThou…",FALSE,0,NA,1/29/2020 14:50,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vincentmenezes,42,TRUE,FALSE,NA,NA
75,RT @LEAD_Coalition: FDA Gives @biogen Green Light to Relaunch #Aducanumab Study on Trial Participants https://t.co/2hNPAtomGx via @Being_Pa…,FALSE,0,NA,1/29/2020 14:46,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chucksedwin1,5,TRUE,FALSE,NA,NA
76,"RT @LEAD_Coalition: Move Your Body, Bolster Your Brain https://t.co/ak5zgsVzUO 

#exercise #fitness #Alzheimers #dementia @MarjiJSherman @P…",FALSE,0,NA,1/29/2020 14:45,FALSE,NA,1.22E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",chucksedwin1,8,TRUE,FALSE,NA,NA
77,There are still a few spaces available at the upcoming Savvy Caregiver free 6-week workshop to be held at the Ipswi… https://t.co/VXYlDtaXEC,FALSE,1,NA,1/29/2020 14:44,TRUE,NA,1.22E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SeniorCareInc,2,FALSE,FALSE,NA,NA
78,@memory_health Likewise! Keep up all your great work fighting #Alzheimers <U+2764><U+FE0F><U+0001F64C>,FALSE,0,memory_health,1/29/2020 14:42,FALSE,1.22E+18,1.22E+18,1.01E+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ApexCareCA,0,FALSE,FALSE,NA,NA
79,"@MerriamWebster My lying siblings ""alleged"" many things against me after they changed my mother's DPOA while she wa… https://t.co/umMw9PBSTG",FALSE,0,MerriamWebster,1/29/2020 14:42,TRUE,1.22E+18,1.22E+18,97040343,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Chic_AvantGarde,0,FALSE,FALSE,NA,NA
